Number,Arabic,English
4781,اسْتَطَعْتَ,You can
4782,يَسْتَجِيبُ,He responds
4783,قَادِرٌ,able
4784,أَمْثَالُكُمْ,Like you
4785,يَشَإِ,Yash
4786,أَرَأَيْتَكُمْ,I saw you
4787,بِالْبَأْسَاءِ,With women
4788,يَتَضَرَّعُونَ,They are hurting
4789,أَخَذْنَاهُمْ,We took them
4790,وَالْحَمْدُ,And praise
4791,وَخَتَمَ,He died
4792,يُهْلَكُ,I am
4793,يَمَسُّهُمُ,They touch them
4794,وَأَنْذِرْ,And warn
4795,شَفِيعٌ,intercessor
4796,بِالْغَدَاةِ,With lunch
4797,وَالْعَشِيِّ,And the east
4798,حِسَابِهِمْ,Their account
4799,بِأَعْلَمَ,Knowing
4800,فَأَنَّهُ,It is
4801,نُهِيتُ,I finished
4802,ضَلَلْتُ,I went out
4803,الْمُهْتَدِينَ,The guidance
4804,يَقُصُّ,It is short
4805,يَعْلَمُهَا,Know it
4806,بِالنَّهَارِ,On the day
4807,يُنَبِّئُكُمْ,He predicts you
4808,مَوْلَاهُمُ,Their loyalty
4809,أَسْرَعُ,Faster
4810,يُنَجِّيكُمْ,It delights you
4811,وَخُفْيَةً,And hidden
4812,فَوْقِكُمْ,Your trust
4813,وَذَكِّرْ,Remember
4814,يُؤْخَذْ,be taken
4815,أَقِيمُوا,I live
4816,أَصْنَامًا,Indians
4817,كَوْكَبًا,Cooking
4818,أَفَلَ,Is it?
4819,فَطَرَ,mushroom
4820,أَشْرَكْتُمْ,You share
4821,نَرْفَعُ,We raise
4822,ذُرِّيَّتِهِ,Its offspring
4823,وَزَكَرِيَّا,Zakaria
4824,وَيَحْيَى,And revive
4825,وَالْيَسَعَ,And it can
4826,ذَرْهُمْ,Their offspring
4827,أَخْرِجُوا,Go out
4828,جِئْتُمُونَا,You came
4829,تَقَطَّعَ,Cut
4830,فَالِقُ,Falaq
4831,سَكَنًا,Resident
4832,حُسْبَانًا,Hasaban
4833,نُخْرِجُ,We come out
4834,النَّخْلِ,Palm
4835,دَانِيَةٌ,Religion
4836,وَالرُّمَّانَ,And the chief
4837,مُتَشَابِهٍ,Similar
4838,أَثْمَرَ,fruit
4839,بَنِينَ,Boys
4840,اللَّطِيفُ,Liny
4841,بِحَفِيظٍ,With a memorization
4842,اتَّبِعْ,Follow
4843,قُبُلًا,Kiss
4844,لِكَلِمَاتِهِ,For his words
4845,سَيُجْزَوْنَ,They will be rewarded
4846,أَوَمَنْ,Or
4847,سَيُصِيبُ,It will be affected
4848,لِلْإِسْلَامِ,For Islam
4849,ضَيِّقًا,Surprisingly
4850,اسْتَمْتَعَ,Have fun
4851,يَقُصُّونَ,They are excluded
4852,وَيُنْذِرُونَكُمْ,And they warn you
4853,مُهْلِكَ,lethal
4854,لَآتٍ,no
4855,ذَرَأَ,He died
4856,الْحَرْثِ,The plow
4857,بِزَعْمِهِمْ,At their grassiness
4858,يَصِلُ,Reaches
4859,شُرَكَائِهِمْ,Their partners
4860,زَيَّنَ,beautiful
4861,شُرَكَاؤُهُمْ,Their shackles
4862,وَأَنْعَامٌ,And the nations
4863,افْتِرَاءً,defamation
4864,سَيَجْزِيهِمْ,It will reward them
4865,أَزْوَاجِنَا,Our wives
4866,مَيْتَةً,Death
4867,أَنْشَأَ,He created
4868,مَعْرُوشَاتٍ,Marishes
4869,وَالنَّخْلَ,And the palm
4870,تُسْرِفُوا,They walked
4871,ثَمَانِيَةَ,eight
4872,آلذَّكَرَيْنِ,The remembrance
4873,اشْتَمَلَتْ,I was seen
4874,أَرْحَامُ,Merciful
4875,بِعِلْمٍ,A knowledge
4876,الْإِبِلِ,The Camels
4877,الْبَقَرِ,The cows
4878,لَحْمَ,Meat
4879,حَمَلَتْ,Loaded
4880,جَزَيْنَاهُمْ,We rewarded them
4881,ذَاقُوا,They tasted
4882,لَهَدَاكُمْ,To guide you
4883,هَلُمَّ,are M
4884,إِمْلَاقٍ,destitution
4885,الْفَوَاحِشَ,The thorns
4886,بَطَنَ,stomach
4887,مَالَ,money
4888,الْيَتِيمِ,Yatim
4889,فَاتَّبِعُوهُ,Follow him
4890,وَتَفْصِيلًا,And detailing
4891,لَغَافِلِينَ,Forgiving
4892,إِيمَانُهَا,Her faith
4893,فَرَّقُوا,Docine
4894,يُنَبِّئُهُمْ,He predicts them
4895,مِثْلَهَا,Like it
4896,هَدَانِي,He guided me
4897,مَكَّنَّاكُمْ,I enabled you
4898,مَعَايِشَ,Makes
4899,تَسْجُدَ,Glorify
4900,خَلَقْتَنِي,You created me
4901,وَخَلَقْتَهُ,And I created it
4902,الصَّاغِرِينَ,The junior
4903,أَغْوَيْتَنِي,I want me
4904,وَعَنْ,And about
4905,اخْرُجْ,Get out
4906,فَوَسْوَسَ,Faws
4907,سَوْآتِهِمَا,Their affairs
4908,رَبُّكُمَا,Your Lord
4909,تَكُونَا,We are
4910,سَوْآتُهُمَا,Their holes
4911,وَطَفِقَا,And he agreed
4912,يَخْصِفَانِ,They are shrouded
4913,وَرَقِ,paper
4914,رَبُّهُمَا,Their Lord
4915,قَالَا,He said
4916,يَرَاكُمْ,He shows you
4917,مَسْجِدٍ,Mosque
4918,وَادْعُوهُ,Call him
4919,الضَّلَالَةُ,Dalil
4920,زِينَةَ,decoration
4921,الرِّزْقِ,The sustenance
4922,ضِعْفًا,Weak
4923,غِلٍّ,Glory
4924,لِهَذَا,For this
4925,أُورِثْتُمُوهَا,You inherited it
4926,وَجَدْتُمْ,You found
4927,مُؤَذِّنٌ,A muezzin
4928,حِجَابٌ,a barrier
4929,الْأَعْرَافِ,The norm
4930,وَنَادَوْا,And they called
4931,تِلْقَاءَ,Delivery
4932,أَقْسَمْتُمْ,You divided
4933,تَحْزَنُونَ,You are sad
4934,فَصَّلْنَاهُ,So we separated it
4935,تَأْوِيلُهُ,His interpretation
4936,شُفَعَاءَ,Shif
4937,يُغْشِي,Covering
4938,مُسَخَّرَاتٍ,Mockers
4939,الْخَلْقُ,Creation
4940,إِصْلَاحِهَا,Her morning
4941,مَيِّتٍ,dead
4942,الطَّيِّبُ,The good
4943,نَبَاتُهُ,His prophecies
4944,أُبَلِّغُكُمْ,I tell you
4945,أَوَعَجِبْتُمْ,I liked
4946,لِيُنْذِرَكُمْ,To warn you
4947,آلَاءَ,Alaa
4948,نَاقَةُ,camel
4949,فَذَرُوهَا,So they missed it
4950,تَأْكُلْ,Eat
4951,أَرْضِ,a land
4952,قُصُورًا,Palaces
4953,وَتَنْحِتُونَ,And you are
4954,النَّاقَةَ,The camel
4955,وَعَتَوْا,And they are
4956,صَالِحُ,Valid
4957,وَنَصَحْتُ,I advised
4958,سَبَقَكُمْ,Keep you
4959,شَهْوَةً,lust
4960,مُسْرِفُونَ,Service
4961,قَرْيَتِكُمْ,Your village
4962,أُنَاسٌ,People
4963,يَتَطَهَّرُونَ,They purify
4964,فَاصْبِرُوا,So be patient
4965,لَتَعُودُنَّ,To return
4966,مِلَّتِنَا,Malat us
4967,نَجَّانَا,Najan
4968,أَفَأَمِنَ,I am safe
4969,نَائِمُونَ,Sleeping
4970,ضُحًى,Immolate
4971,أَفَأَمِنُوا,Do they believe
4972,مَكْرَ,cunning
4973,يَرِثُونَ,They inherit
4974,فَظَلَمُوا,They are wronged
4975,بِبَيِّنَةٍ,Senior
4976,ثُعْبَانٌ,a snake
4977,وَنَزَعَ,And we are removed
4978,بَيْضَاءُ,White
4979,يُخْرِجَكُمْ,It comes out
4980,أَرْجِهْ,I hope
4981,تُلْقِيَ,Receive
4982,نَكُونَ,We are
4983,أَلْقَوْا,Give them
4984,بِسِحْرٍ,Maghara
4985,أَلْقِ,Look
4986,تَلْقَفُ,Stand
4987,يَأْفِكُونَ,They will be
4988,لَأُقَطِّعَنَّ,I have interrupted
4989,مُنْقَلِبُونَ,They are converted
4990,جِئْتَنَا,You came
4991,الْحَسَنَةُ,Goodness
4992,الرِّجْزَ,Satisfaction
4993,يَنْكُثُونَ,They are
4994,وَأَوْرَثْنَا,And we inherited us
4995,يَعْرِشُونَ,They are inspired
4996,وَجَاوَزْنَا,And we won
4997,بِبَنِي,Bannie
4998,وَبَاطِلٌ,And falsehood
4999,أَنْجَيْنَاكُمْ,We saved you
5000,وَأَصْلِحْ,And I reform
